loan_id,month_index,reporting_month,anomaly_score,rule_score,ml_score,exception_flag,predicted_exception_type,top_drivers
LN0004158,25,2020-07,0.08608659226715082,0.0,0.1434776537785847,0,,
LN0001072,9,2021-03,0.022218281348045224,0.0,0.03703046891340871,0,,
LN0001700,12,2019-04,0.03366731155288555,0.0,0.05611218592147591,0,,
LN0001635,15,2023-12,0.05832536911140988,0.0,0.09720894851901647,0,,
LN0000825,16,2020-05,0.07000917090875576,0.0,0.11668195151459294,0,,
LN0002492,19,2023-11,0.12145170962473902,0.16666666666666666,0.09130840493012059,0,,
LN0001140,3,2020-11,0.10032855608375914,0.0,0.16721426013959856,0,,
LN0001896,23,2020-09,0.17435921563363366,0.0,0.29059869272272276,0,,
LN0003689,3,2020-09,0.1268224996683089,0.0,0.21137083278051486,0,,
LN0001080,3,2021-08,0.031678486083918704,0.0,0.05279747680653118,0,,
LN0000966,4,2018-05,0.02768726423964704,0.0,0.046145440399411736,0,,
LN0004654,12,2020-06,0.06339346805020306,0.0,0.10565578008367177,0,,
LN0001494,22,2020-11,0.08501729423508675,0.0,0.14169549039181126,0,,
LN0003998,7,2022-09,0.016497519848668808,0.0,0.027495866414448015,0,,
LN0000477,11,2019-06,0.011760769683911938,0.0,0.019601282806519897,0,,
LN0004479,25,2023-03,0.06902819280110739,0.0,0.11504698800184565,0,,
LN0004758,10,2021-11,0.07714184826959541,0.0,0.12856974711599237,0,,
LN0002810,16,2023-04,0.3731364198606836,0.0,0.6218940331011393,0,,
LN0003481,16,2023-11,0.0881834394103709,0.0,0.14697239901728484,0,,
LN0004610,1,2022-01,0.11438729481800977,0.0,0.19064549136334963,0,,
LN0003370,4,2019-05,0.3519113215352573,0.0,0.5865188692254288,0,,
LN0000281,21,2019-12,0.10816139277272471,0.0,0.1802689879545412,0,,
LN0004511,16,2024-02,0.16822771415700258,0.0,0.2803795235950043,0,,
LN0003181,6,2023-03,0.09961869459054673,0.0,0.16603115765091123,0,,
LN0004564,2,2020-10,0.12463231685123408,0.0,0.20772052808539013,0,,
LN0003475,4,2021-09,0.03601882869724878,0.0,0.06003138116208131,0,,
LN0002014,14,2022-12,0.13877259578543844,0.0,0.23128765964239742,0,,
LN0002601,3,2019-09,0.13061217350555412,0.0,0.2176869558425902,0,,
LN0001142,16,2024-01,0.13086009473563584,0.0,0.2181001578927264,0,,
LN0003289,21,2022-02,0.057805157374137016,0.0,0.09634192895689503,0,,
LN0000740,2,2021-01,0.08207865933671511,0.0,0.13679776556119186,0,,
LN0001580,13,2022-07,0.4824485846343091,0.16666666666666666,0.6929698632794041,1,Anomaly:IsolationForest,balance_utilisation(z=11.76); current_balance(z=8.88); interest_rate(z=2.41)
LN0001644,5,2021-05,0.021392981799451635,0.0,0.035654969665752725,0,,
LN0000554,2,2018-03,0.09798328258411813,0.0,0.16330547097353024,0,,
LN0003713,1,2020-05,0.198620984887475,0.0,0.33103497481245836,0,,
LN0001115,10,2023-05,0.16899292926238968,0.0,0.2816548821039828,0,,
LN0000515,21,2019-11,0.13093235358878616,0.0,0.2182205893146436,0,,
LN0002788,3,2019-07,0.1204077680788266,0.0,0.200679613464711,0,,
LN0003026,8,2022-07,0.052270157568342676,0.0,0.08711692928057113,0,,
LN0002576,12,2023-11,0.0564006482206005,0.0,0.09400108036766751,0,,
LN0004095,13,2019-06,0.08226403372328063,0.0,0.13710672287213438,0,,
LN0003926,21,2023-11,0.0690404458830832,0.0,0.11506740980513866,0,,
LN0001291,15,2020-06,0.1460232035494305,0.0,0.24337200591571748,0,,
LN0003300,1,2020-12,0.1365782131198053,0.0,0.22763035519967553,0,,
LN0003608,5,2023-01,0.06661801309794851,0.0,0.11103002182991419,0,,
LN0002210,6,2022-08,0.040501505513330906,0.0,0.06750250918888484,0,,
LN0001698,16,2020-10,0.031558181811060765,0.0,0.05259696968510128,0,,
LN0001346,17,2023-11,0.03174052180281507,0.0,0.05290086967135845,0,,
LN0001501,13,2022-02,0.09904957426547331,0.0,0.16508262377578886,0,,
LN0002612,14,2022-01,0.02495252993412835,0.0,0.04158754989021392,0,,
LN0002200,12,2021-01,0.1469406732997696,0.0,0.24490112216628265,0,,
LN0004617,14,2020-03,0.0553533319885973,0.0,0.09225555331432883,0,,
LN0001611,9,2020-07,0.3651013501103,0.0,0.6085022501838333,0,,
LN0004604,19,2021-09,0.11439452442280384,0.0,0.19065754070467308,0,,
LN0003543,16,2023-05,0.03707287223552119,0.0,0.06178812039253532,0,,
LN0000655,3,2018-10,0.41654004183356064,0.16666666666666666,0.5831222919448233,1,Anomaly:IsolationForest,balance_utilisation(z=11.76); current_balance(z=9.15); interest_rate(z=1.48)
LN0002481,3,2019-01,0.1018264117613973,0.0,0.1697106862689955,0,,
LN0000900,21,2024-06,0.3948874059574587,0.0,0.6581456765957645,1,Anomaly:IsolationForest,prepayment_flag(z=4.98); balance_utilisation(z=2.81); interest_rate(z=1.06)
LN0001838,21,2020-09,0.13197229886893422,0.0,0.2199538314482237,0,,
LN0004743,8,2022-08,0.056184516473807455,0.0,0.09364086078967909,0,,
LN0002516,10,2019-08,0.046509643091014734,0.0,0.07751607181835789,0,,
LN0003923,17,2021-01,0.08639217630044085,0.0,0.14398696050073476,0,,
LN0000505,11,2019-09,0.054420150144075134,0.0,0.09070025024012522,0,,
LN0000040,2,2020-08,0.049924018966847755,0.0,0.0832066982780796,0,,
LN0004953,16,2022-12,0.036722207445836014,0.0,0.06120367907639336,0,,
LN0003391,3,2021-03,0.03563858991917192,0.0,0.05939764986528653,0,,
LN0002351,4,2020-03,0.08102971705258864,0.0,0.13504952842098109,0,,
LN0003247,2,2020-11,0.05614519130634459,0.0,0.09357531884390766,0,,
LN0003296,14,2020-10,0.05500856790831763,0.0,0.09168094651386272,0,,
LN0003612,25,2020-03,0.43859290033764736,0.0,0.7309881672294123,1,Anomaly:IsolationForest,default_flag(z=6.84); days_past_due(z=3.98); interest_rate(z=1.27)
LN0001524,25,2021-08,0.12253067420322328,0.0,0.20421779033870546,0,,
LN0004863,2,2020-09,0.04370138512174504,0.0,0.07283564186957507,0,,
LN0003887,3,2020-09,0.410126973191501,0.0,0.6835449553191684,1,Anomaly:IsolationForest,original_balance(z=3.71); interest_rate(z=2.55); days_past_due(z=1.94)
LN0000683,9,2021-02,0.06719373570703736,0.0,0.11198955951172895,0,,
LN0003896,4,2022-09,0.082360585104832,0.0,0.13726764184138668,0,,
LN0000750,14,2020-06,0.3612787750943498,0.0,0.6021312918239163,0,,
LN0002823,11,2023-02,0.010074650142165294,0.0,0.016791083570275492,0,,
LN0001302,4,2018-09,0.04886338203750538,0.0,0.08143897006250897,0,,
LN0002103,11,2019-10,0.059913528914008085,0.0,0.09985588152334682,0,,
LN0004316,6,2022-08,0.11976958377209439,0.0,0.19961597295349065,0,,
LN0004172,16,2023-04,0.01864861968763232,0.0,0.031081032812720535,0,,
LN0000804,14,2019-12,0.05168364136603228,0.0,0.08613940227672047,0,,
LN0001855,22,2020-06,0.1493230404633028,0.0,0.24887173410550467,0,,
LN0000178,7,2019-10,0.04629275547844962,0.0,0.0771545924640827,0,,
LN0003103,3,2018-06,0.03877344632855806,0.0,0.06462241054759676,0,,
LN0002028,17,2022-06,0.047838403154544844,0.0,0.07973067192424141,0,,
LN0001025,20,2021-06,0.33368288861779755,0.0,0.5561381476963293,0,,
LN0003402,23,2020-02,0.11933371904381679,0.0,0.19888953173969465,0,,
LN0000881,11,2018-12,0.019516649192209832,0.0,0.032527748653683054,0,,
LN0000830,15,2021-06,0.041303401946690924,0.0,0.06883900324448487,0,,
LN0002516,1,2018-11,0.10298015999707634,0.0,0.17163359999512723,0,,
LN0004398,3,2019-09,0.25420914315894916,0.0,0.4236819052649153,0,,
LN0003166,15,2021-11,0.12218496628567087,0.0,0.20364161047611812,0,,
LN0000589,16,2022-02,0.025450874053049372,0.0,0.04241812342174896,0,,
LN0001691,13,2020-07,0.03823431534924295,0.0,0.06372385891540493,0,,
LN0003642,15,2022-03,0.06668578883551941,0.0,0.11114298139253237,0,,
LN0004117,8,2023-06,0.04290094640910865,0.0,0.07150157734851442,0,,
LN0004070,17,2021-01,0.027715720103808825,0.0,0.04619286683968138,0,,
LN0001011,11,2021-11,0.025217294729238178,0.0,0.0420288245487303,0,,
LN0000844,14,2021-01,0.24541551485925606,0.0,0.40902585809876013,0,,
LN0000082,3,2020-02,0.030843646027171306,0.0,0.05140607671195218,0,,
LN0004953,5,2022-01,0.03221210090072426,0.0,0.05368683483454044,0,,
LN0004098,4,2023-04,0.20018272295855669,0.0,0.3336378715975945,0,,
LN0001900,9,2021-12,0.040553275391949965,0.0,0.06758879231991662,0,,
LN0004440,2,2020-05,0.03689248105626277,0.0,0.06148746842710462,0,,
LN0004678,11,2018-12,0.039741672831990905,0.0,0.06623612138665151,0,,
LN0002101,5,2021-11,0.07465191964519421,0.0,0.1244198660753237,0,,
LN0003344,2,2020-08,0.05749974232584547,0.0,0.09583290387640912,0,,
LN0004491,8,2019-01,0.039613102479793355,0.0,0.06602183746632226,0,,
LN0002994,1,2018-03,0.08385884069682477,0.0,0.13976473449470794,0,,
LN0001896,25,2020-11,0.18601571306994774,0.0,0.3100261884499129,0,,
LN0001573,4,2019-03,0.11599668105310962,0.0,0.19332780175518272,0,,
LN0001512,6,2020-07,0.050584392775554904,0.0,0.08430732129259151,0,,
LN0003653,5,2022-01,0.10527728023728958,0.0,0.17546213372881597,0,,
LN0001290,9,2019-05,0.01348974652485574,0.0,0.02248291087475957,0,,
LN0003426,4,2021-08,0.022998691001571238,0.0,0.0383311516692854,0,,
LN0001031,12,2022-08,0.062464565435191084,0.0,0.10410760905865181,0,,
LN0000434,1,2020-08,0.1116196154955565,0.0,0.1860326924925942,0,,
LN0003412,6,2019-06,0.01828486416499374,0.0,0.0304747736083229,0,,
LN0003273,1,2019-04,0.10147561616761612,0.0,0.16912602694602688,0,,
LN0000403,8,2021-09,0.055578460753326155,0.0,0.09263076792221026,0,,
LN0000058,15,2019-06,0.08224167264378239,0.0,0.137069454406304,0,,
LN0001824,13,2023-02,0.05176048735747744,0.0,0.08626747892912906,0,,
LN0002103,5,2019-04,0.07269124015873638,0.0,0.1211520669312273,0,,
LN0001674,2,2018-08,0.35053436122477033,0.0,0.5842239353746173,0,,
LN0003696,23,2021-01,0.0763185443347383,0.0,0.1271975738912305,0,,
LN0002901,13,2023-04,0.02437099089719239,0.0,0.04061831816198731,0,,
LN0001770,3,2021-12,0.36637779272463544,0.0,0.6106296545410591,0,,
LN0004979,15,2022-06,0.06817976089222118,0.0,0.11363293482036863,0,,
LN0002746,18,2024-02,0.05856152694385938,0.0,0.0976025449064323,0,,
LN0000390,3,2022-12,0.13995267637064057,0.0,0.2332544606177343,0,,
LN0001859,8,2022-10,0.004613474764774662,0.0,0.00768912460795777,0,,
LN0001622,15,2023-03,0.06548169263100795,0.0,0.10913615438501324,0,,
LN0004531,25,2021-04,0.2512495326521205,0.0,0.4187492210868675,0,,
LN0002138,14,2021-06,0.03047945437107584,0.0,0.05079909061845973,0,,
LN0002868,9,2019-05,0.09433823095946514,0.0,0.1572303849324419,0,,
LN0004114,8,2022-09,0.022920027506664265,0.0,0.03820004584444044,0,,
LN0004749,5,2018-09,0.20918671434072478,0.0,0.348644523901208,0,,
LN0003942,2,2021-06,0.06611495135294697,0.0,0.11019158558824495,0,,
LN0003481,1,2022-08,0.117952661702561,0.0,0.19658776950426834,0,,
LN0000383,17,2023-01,0.026454551258045692,0.0,0.04409091876340949,0,,
LN0000999,1,2018-02,0.08121126891773055,0.0,0.13535211486288426,0,,
LN0003536,13,2022-03,0.11480815371728628,0.0,0.1913469228621438,0,,
LN0002400,4,2023-01,0.032132789733653286,0.0,0.05355464955608881,0,,
LN0000706,19,2021-02,0.10290456913487872,0.0,0.17150761522479788,0,,
LN0002368,1,2022-11,0.075028789353885,0.0,0.125047982256475,0,,
LN0004860,3,2021-03,0.35810548235563877,0.0,0.5968424705927313,0,,
LN0001800,2,2019-08,0.06268956113547101,0.0,0.10448260189245169,0,,
LN0004745,2,2021-08,0.036131536228813294,0.0,0.060219227048022156,0,,
LN0004237,16,2019-07,0.03319195025750182,0.0,0.05531991709583637,0,,
LN0002558,10,2023-03,0.1497476316184872,0.0,0.249579386030812,0,,
LN0000558,6,2019-02,0.011621601727531202,0.0,0.019369336212552005,0,,
LN0004612,2,2022-06,0.09828068924699652,0.0,0.1638011487449942,0,,
LN0004775,22,2020-10,0.4160704162514044,0.0,0.6934506937523407,1,Anomaly:IsolationForest,default_flag(z=6.84); days_past_due(z=3.98); loan_age_months(z=0.92)
LN0001341,23,2021-08,0.05769411796892551,0.0,0.09615686328154252,0,,
LN0002396,1,2020-07,0.15253338876389125,0.0,0.2542223146064854,0,,
LN0001277,13,2021-03,0.06896829785947384,0.0,0.11494716309912306,0,,
LN0000947,20,2021-05,0.12571156330697927,0.0,0.2095192721782988,0,,
LN0004036,4,2018-12,0.1769592212752128,0.0,0.294932035458688,0,,
LN0000694,16,2022-12,0.028514229297522273,0.0,0.04752371549587046,0,,
LN0004279,12,2019-08,0.021581489491559653,0.0,0.035969149152599425,0,,
LN0002532,5,2019-09,0.028384285386599723,0.0,0.04730714231099954,0,,
LN0001547,15,2024-02,0.043039502639342885,0.0,0.07173250439890481,0,,
LN0000850,11,2019-06,0.08928534319717533,0.0,0.14880890532862556,0,,
LN0001036,2,2018-09,0.12699278120791355,0.0,0.2116546353465226,0,,
LN0002064,23,2024-10,0.06137392825075478,0.0,0.10228988041792464,0,,
LN0000165,1,2018-06,0.09728762403585083,0.0,0.1621460400597514,0,,
LN0004181,11,2023-05,0.07837679006991766,0.0,0.13062798344986276,0,,
LN0003482,9,2022-01,0.04850177654885731,0.0,0.08083629424809552,0,,
LN0002048,16,2021-05,0.1318577208855332,0.0,0.2197628681425553,0,,
LN0002571,2,2020-02,0.049535653103155254,0.0,0.08255942183859209,0,,
LN0004679,10,2020-11,0.017804429756444706,0.0,0.029674049594074513,0,,
LN0003950,6,2022-06,0.02900834151153536,0.0,0.048347235852558935,0,,
LN0001533,9,2022-12,0.11584635508453206,0.0,0.1930772584742201,0,,
LN0001964,7,2020-09,0.015270395872806439,0.0,0.025450659788010734,0,,
LN0003430,16,2021-07,0.030723481739016845,0.0,0.05120580289836141,0,,
LN0004996,19,2021-10,0.061432809110557984,0.0,0.10238801518426331,0,,
LN0002439,7,2019-12,0.20393607583696294,0.0,0.33989345972827156,0,,
LN0002953,1,2019-11,0.11563815215120171,0.0,0.1927302535853362,0,,
LN0000567,10,2019-02,0.01778596509421492,0.0,0.02964327515702487,0,,
LN0001185,18,2019-07,0.08088087197324133,0.0,0.13480145328873555,0,,
LN0003831,13,2023-03,0.029049588407411477,0.0,0.04841598067901913,0,,
LN0002038,23,2020-06,0.06297384815191959,0.0,0.10495641358653265,0,,
LN0001267,6,2019-09,0.013644176035829179,0.0,0.022740293393048634,0,,
LN0003318,8,2022-05,0.4989659789155003,0.0,0.8316099648591673,1,Anomaly:IsolationForest,default_flag(z=6.84); days_past_due(z=3.98); original_balance(z=3.50)
LN0001721,22,2024-10,0.06922003866392844,0.0,0.11536673110654741,0,,
LN0004328,1,2021-04,0.07687821853636957,0.0,0.12813036422728263,0,,
LN0001243,18,2022-08,0.10710581996784681,0.0,0.17850969994641136,0,,
LN0000355,4,2022-09,0.19771495476035433,0.0,0.3295249246005906,0,,
LN0000277,3,2020-06,0.13552933192124691,0.0,0.22588221986874485,0,,
LN0004164,7,2023-03,0.026079013711353995,0.0,0.04346502285225666,0,,
LN0002238,23,2022-01,0.14824369792816958,0.0,0.24707282988028262,0,,
LN0003014,7,2020-09,0.014943623197971679,0.0,0.024906038663286133,0,,
LN0004542,4,2019-09,0.33835639172538695,0.0,0.5639273195423116,0,,
LN0004834,12,2022-06,0.29816976002765266,0.0,0.4969496000460878,0,,
LN0000913,6,2022-08,0.013151604539800204,0.0,0.021919340899667007,0,,
LN0002870,4,2019-02,0.03968707148868792,0.0,0.06614511914781321,0,,
LN0000788,1,2019-07,0.07608007656946432,0.0,0.12680012761577386,0,,
LN0003486,3,2020-01,0.06866237746978573,0.0,0.11443729578297622,0,,
LN0003496,19,2023-05,0.08677466106504912,0.0,0.14462443510841522,0,,
LN0000870,2,2019-01,0.058433496820419165,0.0,0.09738916136736528,0,,
LN0002084,16,2021-04,0.026251457294615543,0.0,0.04375242882435924,0,,
LN0004082,9,2019-06,0.025356449273092784,0.0,0.04226074878848798,0,,
LN0002248,8,2020-07,0.03924809917457978,0.0,0.06541349862429964,0,,
LN0004702,9,2019-03,0.02159376615305304,0.0,0.0359896102550884,0,,
LN0001161,14,2021-04,0.038963273618422445,0.0,0.06493878936403741,0,,
LN0000311,20,2020-06,0.07327326845010507,0.0,0.12212211408350844,0,,
LN0001208,23,2020-01,0.08345901248900804,0.0,0.13909835414834673,0,,
LN0003747,16,2021-04,0.036883310627650136,0.0,0.0614721843794169,0,,
LN0001927,7,2020-05,0.00711400034112961,0.0,0.011856667235216018,0,,
LN0002791,3,2020-12,0.02613774780866332,0.0,0.04356291301443887,0,,
LN0000374,9,2019-10,0.10912448202177659,0.0,0.181874136702961,0,,
LN0003838,5,2020-09,0.054261886364033916,0.0,0.09043647727338987,0,,
LN0001893,3,2022-02,0.04268975367002777,0.0,0.07114958945004629,0,,
LN0004082,1,2018-10,0.09684841992031641,0.0,0.16141403320052736,0,,
LN0001903,19,2021-07,0.1773476488136027,0.0,0.29557941468933785,0,,
LN0002113,10,2020-02,0.04329207638030083,0.0,0.07215346063383472,0,,
LN0004699,12,2020-06,0.3288798791525852,0.0,0.5481331319209753,0,,
LN0001300,13,2023-02,0.2696465274444672,0.0,0.44941087907411204,0,,
LN0002431,10,2019-06,0.028018966073864896,0.0,0.046698276789774826,0,,
LN0002365,4,2019-06,0.0457821792662099,0.0,0.07630363211034984,0,,
LN0003454,5,2018-07,0.02953005941745786,0.0,0.0492167656957631,0,,
LN0001777,21,2020-06,0.06700484990784392,0.0,0.11167474984640653,0,,
LN0004239,2,2021-03,0.04961315559355002,0.0,0.0826885926559167,0,,
LN0002393,9,2019-12,0.013008270117957693,0.0,0.021680450196596156,0,,
LN0000559,8,2019-01,0.0618147603143093,0.0,0.10302460052384883,0,,
LN0004131,1,2019-02,0.10660816402169929,0.0,0.17768027336949882,0,,
LN0003669,1,2018-12,0.11551650729220345,0.0,0.19252751215367242,0,,
LN0003096,18,2023-02,0.033462626124543614,0.0,0.05577104354090602,0,,
LN0000549,4,2018-11,0.11073908466288744,0.0,0.1845651411048124,0,,
LN0000241,3,2022-04,0.3776254719818871,0.0,0.6293757866364785,0,,
LN0004810,18,2023-04,0.04293026794442845,0.0,0.07155044657404742,0,,
LN0001817,12,2020-02,0.0666584046469744,0.0,0.11109734107829067,0,,
LN0000690,5,2018-10,0.4256870209865347,0.0,0.7094783683108912,1,Anomaly:IsolationForest,default_flag(z=6.84); days_past_due(z=3.98); original_balance(z=1.00)
LN0002683,3,2020-10,0.07287477313176446,0.0,0.12145795521960745,0,,
LN0000197,1,2019-05,0.1396972770894042,0.0,0.23282879514900698,0,,
LN0000317,20,2022-07,0.03784615735006142,0.0,0.06307692891676904,0,,
LN0003319,23,2020-10,0.08060615246494957,0.0,0.13434358744158262,0,,
LN0003489,2,2021-01,0.07483273465880491,0.0,0.12472122443134152,0,,
LN0002919,2,2019-01,0.1851175675028284,0.0,0.3085292791713807,0,,
LN0001800,5,2019-11,0.11363545809050728,0.0,0.18939243015084548,0,,
LN0000518,7,2021-05,0.09005233508299021,0.0,0.15008722513831702,0,,
LN0003099,5,2020-04,0.021664271308786506,0.0,0.03610711884797751,0,,
LN0000132,21,2023-11,0.06617529835176678,0.0,0.11029216391961129,0,,
LN0001234,10,2022-03,0.008304579847025644,0.0,0.013840966411709408,0,,
LN0002310,19,2021-07,0.11122341435599542,0.0,0.18537235725999238,0,,
LN0003945,4,2021-11,0.08357648084321419,0.0,0.13929413473869032,0,,
LN0002985,7,2020-02,0.3619788779731552,0.0,0.6032981299552587,0,,
LN0000126,11,2023-04,0.012846591797844026,0.0,0.021410986329740044,0,,
LN0001937,4,2022-02,0.03922208714705641,0.0,0.06537014524509402,0,,
LN0003989,4,2018-07,0.0672278774611471,0.0,0.11204646243524516,0,,
LN0000260,13,2021-03,0.07736191024421014,0.0,0.1289365170736836,0,,
LN0003395,4,2020-01,0.03728853465953212,0.0,0.062147557765886874,0,,
LN0003431,20,2020-03,0.060278696362173555,0.0,0.10046449393695593,0,,
LN0000441,7,2021-08,0.0304906055811932,0.0,0.050817675968655336,0,,
LN0003879,11,2022-01,0.0,0.0,0.0,0,,
LN0003590,1,2018-10,0.1055100790038401,0.0,0.17585013167306685,0,,
LN0001254,1,2018-11,0.12647131216178906,0.0,0.21078552026964845,0,,
LN0003252,3,2022-11,0.36850133063310847,0.0,0.6141688843885141,0,,
LN0000076,1,2021-11,0.126212775165689,0.0,0.21035462527614832,0,,
LN0001167,14,2023-12,0.07555168860208418,0.0,0.12591948100347364,0,,
LN0002903,2,2018-11,0.03836675143505419,0.0,0.06394458572509032,0,,
LN0002004,14,2020-07,0.05263076939219113,0.0,0.08771794898698522,0,,
LN0003736,2,2018-11,0.08322669373005229,0.0,0.1387111562167538,0,,
LN0000082,7,2020-06,0.00908896176532309,0.0,0.015148269608871815,0,,
LN0000748,11,2023-08,0.010401612431513933,0.0,0.01733602071918989,0,,
LN0004630,13,2021-03,0.1976383015892453,0.0,0.32939716931540886,0,,
LN0000347,5,2020-09,0.12888394760393787,0.0,0.21480657933989644,0,,
LN0004100,1,2019-11,0.09911334551820793,0.0,0.1651889091970132,0,,
LN0002106,25,2020-11,0.4259286574447063,0.0,0.7098810957411772,1,Anomaly:IsolationForest,prepayment_flag(z=4.98); balance_utilisation(z=2.81); loan_age_months(z=1.21)
LN0004437,16,2022-11,0.10441709616863844,0.0,0.1740284936143974,0,,
LN0001533,8,2022-11,0.036697227059942925,0.0,0.061162045099904874,0,,
LN0000888,11,2023-11,0.0628696638052393,0.0,0.10478277300873216,0,,
LN0004894,1,2020-03,0.11075160321787877,0.0,0.1845860053631313,0,,
LN0000140,7,2021-01,0.014727618972902451,0.0,0.024546031621504087,0,,
LN0004630,14,2021-04,0.2006243733538355,0.0,0.3343739555897259,0,,
LN0004350,13,2020-07,0.01941121127080147,0.0,0.03235201878466912,0,,
LN0002730,5,2021-05,0.03019357681319043,0.0,0.050322628021984055,0,,
LN0004599,9,2019-02,0.06832759060690798,0.0,0.11387931767817996,0,,
LN0003218,12,2022-05,0.014073844307211984,0.0,0.02345640717868664,0,,
LN0003549,4,2021-08,0.03454088045689097,0.0,0.05756813409481829,0,,
LN0000569,1,2020-11,0.06505358256621341,0.0,0.10842263761035568,0,,
LN0002598,12,2021-01,0.013487842226014575,0.0,0.022479737043357626,0,,
LN0003518,23,2023-08,0.08674588431756007,0.0,0.1445764738626001,0,,
LN0001161,4,2020-06,0.04577343769360758,0.0,0.0762890628226793,0,,
LN0001700,20,2019-12,0.06201006600453463,0.0,0.10335011000755773,0,,
LN0001555,3,2023-01,0.06781939713477485,0.0,0.11303232855795808,0,,
LN0002289,16,2023-12,0.022188420659510228,0.0,0.036980701099183715,0,,
LN0002986,2,2020-11,0.05256484037078441,0.0,0.08760806728464068,0,,
LN0003343,7,2020-10,0.03682216846529534,0.0,0.06137028077549223,0,,
LN0002222,14,2019-10,0.037255137500112855,0.0,0.06209189583352143,0,,
LN0002850,22,2020-10,0.07967223946645362,0.0,0.1327870657774227,0,,
LN0002772,23,2020-06,0.11609542071949217,0.0,0.19349236786582028,0,,
LN0000348,2,2018-07,0.09685066441856395,0.0,0.16141777403093993,0,,
LN0001279,3,2020-04,0.3850446994026419,0.0,0.6417411656710699,1,Anomaly:IsolationForest,prepayment_flag(z=4.98); balance_utilisation(z=2.81); remaining_term_months(z=0.96)
LN0003888,5,2019-04,0.4076249118046139,0.0,0.6793748530076898,1,Anomaly:IsolationForest,default_flag(z=6.84); days_past_due(z=3.98); remaining_term_months(z=0.76)
LN0001411,5,2022-08,0.03418252281413711,0.0,0.056970871356895186,0,,
LN0002077,5,2020-09,0.22879751232788886,0.0,0.3813291872131481,0,,
LN0002610,5,2020-01,0.03499488630379366,0.0,0.05832481050632277,0,,
LN0001601,3,2020-11,0.1106320282200798,0.0,0.184386713700133,0,,
LN0001775,10,2023-09,0.008587835285332976,0.0,0.014313058808888293,0,,
LN0003816,24,2021-07,0.08055414716460213,0.0,0.13425691194100356,0,,
LN0001824,10,2022-11,0.07599432749673611,0.0,0.1266572124945602,0,,
LN0004855,7,2018-09,0.06658234134647392,0.0,0.11097056891078988,0,,
LN0001796,3,2022-07,0.0928741286689867,0.0,0.15479021444831118,0,,
LN0000697,1,2022-09,0.0829022842401984,0.0,0.138170473733664,0,,
LN0003970,17,2020-04,0.12667972174764566,0.0,0.21113286957940947,0,,
LN0004089,3,2018-09,0.08392428205548899,0.0,0.13987380342581499,0,,
LN0001800,1,2019-07,0.09358889755901295,0.0,0.15598149593168825,0,,
LN0003591,3,2021-09,0.03149578684801675,0.0,0.05249297808002792,0,,
LN0003937,3,2021-09,0.40231870656795193,0.0,0.6705311776132532,1,Anomaly:IsolationForest,default_flag(z=6.84); days_past_due(z=3.98); remaining_term_months(z=0.96)
LN0001491,11,2022-05,0.07477719476909714,0.0,0.12462865794849524,0,,
LN0003156,6,2019-08,0.16344526807840934,0.0,0.27240878013068226,0,,
LN0001254,12,2019-10,0.057988254777317796,0.0,0.09664709129552966,0,,
LN0002264,3,2020-10,0.25457934052470726,0.0,0.42429890087451216,0,,
