loan_id,month_index,reporting_month,current_status,days_past_due,last_updated_at,servicer_name,source_system,conflict_flag
LN0000159,14,2024-02,90DPD,95,2024-02,ServicerA,SERVICER_FEED,1
LN0000160,4,2021-12,60DPD,65,2021-12,ServicerC,SERVICER_FEED,1
LN0000161,8,2021-02,30DPD,35,2021-02,ServicerB,SERVICER_FEED,1
LN0000161,31,2023-01,Closed,0,2023-01,ServicerA,SERVICER_FEED,1
LN0000162,1,2019-07,Prepaid,0,2019-07,ServicerD,SERVICER_FEED,1
LN0000163,3,2019-02,90DPD,95,2019-02,ServicerB,SERVICER_FEED,1
LN0000164,5,2019-02,Default,120,2019-02,ServicerB,SERVICER_FEED,1
LN0000165,10,2019-03,Prepaid,0,2019-03,ServicerA,SERVICER_FEED,1
LN0000166,8,2023-03,Default,120,2023-03,ServicerC,SERVICER_FEED,1
LN0000167,15,2019-04,30DPD,35,2019-04,ServicerC,SERVICER_FEED,1
LN0000167,27,2020-04,30DPD,35,2020-04,ServicerD,SERVICER_FEED,1
LN0000168,20,2023-12,90DPD,95,2023-12,ServicerA,SERVICER_FEED,1
LN0000169,18,2022-05,Prepaid,0,2022-05,ServicerA,SERVICER_FEED,1
LN0000170,5,2021-07,90DPD,95,2021-07,ServicerC,SERVICER_FEED,1
LN0000171,21,2024-07,Current,0,2024-07,ServicerB,SERVICER_FEED,1
LN0000172,27,2024-03,Closed,0,2024-03,ServicerA,SERVICER_FEED,1
LN0000172,24,2023-12,Default,120,2023-12,ServicerB,SERVICER_FEED,1
LN0000173,7,2019-04,Default,120,2019-04,ServicerB,SERVICER_FEED,1
LN0000174,1,2022-12,Closed,0,2022-12,ServicerA,SERVICER_FEED,1
LN0000175,4,2019-03,90DPD,95,2019-03,ServicerB,SERVICER_FEED,1
LN0000176,19,2022-06,90DPD,95,2022-06,ServicerC,SERVICER_FEED,1
LN0000177,1,2021-04,Prepaid,0,2021-04,ServicerB,SERVICER_FEED,1
LN0000178,7,2019-10,60DPD,65,2019-10,ServicerB,SERVICER_FEED,1
LN0000179,5,2021-07,Default,120,2021-07,ServicerC,SERVICER_FEED,1
LN0000180,5,2021-08,30DPD,35,2021-08,ServicerC,SERVICER_FEED,1
LN0000181,8,2023-07,Closed,0,2023-07,ServicerD,SERVICER_FEED,1
LN0000182,7,2023-02,Current,0,2023-02,ServicerA,SERVICER_FEED,1
LN0000183,5,2020-05,60DPD,65,2020-05,ServicerD,SERVICER_FEED,1
LN0000184,2,2021-08,Default,120,2021-08,ServicerD,SERVICER_FEED,1
LN0000185,4,2022-06,Current,0,2022-06,ServicerD,SERVICER_FEED,1
LN0000186,1,2018-03,30DPD,35,2018-03,ServicerD,SERVICER_FEED,1
LN0000187,4,2021-10,Closed,0,2021-10,ServicerD,SERVICER_FEED,1
LN0000188,4,2022-12,30DPD,35,2022-12,ServicerB,SERVICER_FEED,1
LN0000189,6,2019-02,Closed,0,2019-02,ServicerD,SERVICER_FEED,1
LN0000190,4,2022-02,Default,120,2022-02,ServicerD,SERVICER_FEED,1
LN0000191,1,2018-05,Default,120,2018-05,ServicerC,SERVICER_FEED,1
LN0000192,27,2022-04,60DPD,65,2022-04,ServicerD,SERVICER_FEED,1
LN0000192,1,2020-02,90DPD,95,2020-02,ServicerC,SERVICER_FEED,1
LN0000193,37,2025-03,Closed,0,2025-03,ServicerA,SERVICER_FEED,1
LN0000194,5,2023-05,Prepaid,0,2023-05,ServicerB,SERVICER_FEED,1
LN0000195,2,2021-10,Prepaid,0,2021-10,ServicerC,SERVICER_FEED,1
LN0000196,2,2021-10,Closed,0,2021-10,ServicerD,SERVICER_FEED,1
LN0000197,4,2019-08,Closed,0,2019-08,ServicerD,SERVICER_FEED,1
LN0000198,2,2022-04,Default,120,2022-04,ServicerA,SERVICER_FEED,1
LN0000199,3,2021-07,30DPD,35,2021-07,ServicerB,SERVICER_FEED,1
LN0000200,15,2023-12,Current,0,2023-12,ServicerC,SERVICER_FEED,1
LN0000201,11,2021-12,Closed,0,2021-12,ServicerC,SERVICER_FEED,1
LN0000202,15,2019-06,Current,0,2019-06,ServicerB,SERVICER_FEED,1
LN0000203,10,2021-05,Closed,0,2021-05,ServicerB,SERVICER_FEED,1
LN0000204,4,2022-03,Closed,0,2022-03,ServicerA,SERVICER_FEED,1
LN0000205,2,2022-02,Default,120,2022-02,ServicerA,SERVICER_FEED,1
LN0000206,5,2020-05,Closed,0,2020-05,ServicerA,SERVICER_FEED,1
LN0000207,1,2018-12,Closed,0,2018-12,ServicerB,SERVICER_FEED,1
LN0000208,1,2022-06,90DPD,95,2022-06,ServicerA,SERVICER_FEED,1
LN0000209,7,2022-09,Prepaid,0,2022-09,ServicerD,SERVICER_FEED,1
LN0000210,6,2022-11,60DPD,65,2022-11,ServicerB,SERVICER_FEED,1
LN0000211,6,2021-11,60DPD,65,2021-11,ServicerD,SERVICER_FEED,1
LN0000212,1,2022-03,60DPD,65,2022-03,ServicerD,SERVICER_FEED,1
LN0000213,6,2020-07,Default,120,2020-07,ServicerD,SERVICER_FEED,1
LN0000214,10,2022-09,30DPD,35,2022-09,ServicerC,SERVICER_FEED,1
LN0000215,6,2020-12,Prepaid,0,2020-12,ServicerD,SERVICER_FEED,1
LN0000216,2,2022-02,30DPD,35,2022-02,ServicerD,SERVICER_FEED,1
LN0000217,33,2021-06,90DPD,95,2021-06,ServicerD,SERVICER_FEED,1
LN0000218,4,2019-10,30DPD,35,2019-10,ServicerA,SERVICER_FEED,1
LN0000219,14,2020-03,90DPD,95,2020-03,ServicerD,SERVICER_FEED,1
LN0000219,27,2021-04,30DPD,35,2021-04,ServicerB,SERVICER_FEED,1
LN0000220,6,2020-07,Default,120,2020-07,ServicerC,SERVICER_FEED,1
LN0000221,10,2022-11,90DPD,95,2022-11,ServicerD,SERVICER_FEED,1
LN0000222,13,2019-08,60DPD,65,2019-08,ServicerD,SERVICER_FEED,1
LN0000222,28,2020-11,90DPD,95,2020-11,ServicerC,SERVICER_FEED,1
LN0000223,2,2021-10,Closed,0,2021-10,ServicerD,SERVICER_FEED,1
LN0000224,31,2024-09,Prepaid,0,2024-09,ServicerD,SERVICER_FEED,1
LN0000225,6,2021-11,Closed,0,2021-11,ServicerA,SERVICER_FEED,1
LN0000226,4,2021-07,90DPD,95,2021-07,ServicerA,SERVICER_FEED,1
LN0000227,19,2020-04,60DPD,65,2020-04,ServicerB,SERVICER_FEED,1
LN0000227,10,2019-07,Closed,0,2019-07,ServicerB,SERVICER_FEED,1
LN0000228,8,2021-09,Prepaid,0,2021-09,ServicerC,SERVICER_FEED,1
LN0000229,7,2019-09,Default,120,2019-09,ServicerB,SERVICER_FEED,1
LN0000230,3,2019-06,Closed,0,2019-06,ServicerC,SERVICER_FEED,1
LN0000231,3,2022-07,Closed,0,2022-07,ServicerB,SERVICER_FEED,1
LN0000232,6,2021-07,90DPD,95,2021-07,ServicerA,SERVICER_FEED,1
LN0000233,8,2023-08,Current,0,2023-08,ServicerC,SERVICER_FEED,1
LN0000234,7,2020-11,90DPD,95,2020-11,ServicerC,SERVICER_FEED,1
LN0000235,1,2019-11,90DPD,95,2019-11,ServicerB,SERVICER_FEED,1
LN0000236,5,2023-05,Default,120,2023-05,ServicerA,SERVICER_FEED,1
LN0000237,5,2021-07,30DPD,35,2021-07,ServicerC,SERVICER_FEED,1
LN0000238,1,2022-05,30DPD,35,2022-05,ServicerC,SERVICER_FEED,1
LN0000239,15,2019-06,Closed,0,2019-06,ServicerC,SERVICER_FEED,1
LN0000239,19,2019-10,Prepaid,0,2019-10,ServicerA,SERVICER_FEED,1
LN0000240,9,2021-05,60DPD,65,2021-05,ServicerC,SERVICER_FEED,1
LN0000241,2,2022-03,Default,120,2022-03,ServicerB,SERVICER_FEED,1
LN0000242,10,2022-11,90DPD,95,2022-11,ServicerD,SERVICER_FEED,1
LN0000243,36,2024-07,Default,120,2024-07,ServicerD,SERVICER_FEED,1
LN0000244,2,2018-12,Current,0,2018-12,ServicerC,SERVICER_FEED,1
LN0000245,2,2020-11,30DPD,35,2020-11,ServicerB,SERVICER_FEED,1
LN0000246,1,2018-08,Closed,0,2018-08,ServicerA,SERVICER_FEED,1
LN0000247,4,2022-05,30DPD,35,2022-05,ServicerB,SERVICER_FEED,1
LN0000248,8,2021-10,Default,120,2021-10,ServicerB,SERVICER_FEED,1
LN0000249,20,2020-08,30DPD,35,2020-08,ServicerD,SERVICER_FEED,1
LN0000249,36,2021-12,30DPD,35,2021-12,ServicerD,SERVICER_FEED,1
LN0000250,7,2022-03,90DPD,95,2022-03,ServicerB,SERVICER_FEED,1
LN0000251,9,2022-05,30DPD,35,2022-05,ServicerB,SERVICER_FEED,1
LN0000252,10,2019-02,90DPD,95,2019-02,ServicerB,SERVICER_FEED,1
LN0000253,9,2019-03,60DPD,65,2019-03,ServicerC,SERVICER_FEED,1
LN0000254,9,2019-10,Prepaid,0,2019-10,ServicerB,SERVICER_FEED,1
LN0000255,4,2018-09,60DPD,65,2018-09,ServicerA,SERVICER_FEED,1
LN0000256,2,2020-11,Closed,0,2020-11,ServicerA,SERVICER_FEED,1
LN0000257,3,2022-08,90DPD,95,2022-08,ServicerD,SERVICER_FEED,1
LN0000258,4,2018-08,Closed,0,2018-08,ServicerC,SERVICER_FEED,1
LN0000259,1,2021-02,Closed,0,2021-02,ServicerD,SERVICER_FEED,1
LN0000260,39,2023-05,30DPD,35,2023-05,ServicerB,SERVICER_FEED,1
LN0000260,8,2020-10,90DPD,95,2020-10,ServicerC,SERVICER_FEED,1
LN0000261,7,2022-10,30DPD,35,2022-10,ServicerC,SERVICER_FEED,1
LN0000262,3,2020-08,90DPD,95,2020-08,ServicerD,SERVICER_FEED,1
LN0000263,21,2023-02,Default,120,2023-02,ServicerD,SERVICER_FEED,1
LN0000264,2,2022-10,Default,120,2022-10,ServicerC,SERVICER_FEED,1
LN0000265,6,2019-03,Prepaid,0,2019-03,ServicerA,SERVICER_FEED,1
LN0000266,4,2019-11,60DPD,65,2019-11,ServicerB,SERVICER_FEED,1
LN0000267,5,2019-10,90DPD,95,2019-10,ServicerA,SERVICER_FEED,1
LN0000268,14,2020-01,Prepaid,0,2020-01,ServicerB,SERVICER_FEED,1
LN0000269,4,2021-07,90DPD,95,2021-07,ServicerB,SERVICER_FEED,1
LN0000270,26,2020-03,Default,120,2020-03,ServicerC,SERVICER_FEED,1
LN0000270,38,2021-03,90DPD,95,2021-03,ServicerB,SERVICER_FEED,1
LN0000271,9,2020-09,60DPD,65,2020-09,ServicerB,SERVICER_FEED,1
LN0000272,3,2018-11,30DPD,35,2018-11,ServicerC,SERVICER_FEED,1
LN0000273,1,2021-02,Closed,0,2021-02,ServicerB,SERVICER_FEED,1
LN0000274,37,2024-11,90DPD,95,2024-11,ServicerD,SERVICER_FEED,1
LN0000275,6,2020-11,Prepaid,0,2020-11,ServicerD,SERVICER_FEED,1
LN0000276,8,2020-11,Default,120,2020-11,ServicerB,SERVICER_FEED,1
LN0000277,6,2020-09,Current,0,2020-09,ServicerB,SERVICER_FEED,1
LN0000278,8,2019-08,Prepaid,0,2019-08,ServicerC,SERVICER_FEED,1
LN0000279,35,2022-10,Default,120,2022-10,ServicerC,SERVICER_FEED,1
LN0000279,14,2021-01,60DPD,65,2021-01,ServicerD,SERVICER_FEED,1
LN0000280,9,2023-05,30DPD,35,2023-05,ServicerA,SERVICER_FEED,1
LN0000281,18,2019-09,90DPD,95,2019-09,ServicerC,SERVICER_FEED,1
LN0000282,5,2022-05,90DPD,95,2022-05,ServicerD,SERVICER_FEED,1
LN0000283,2,2018-12,Current,0,2018-12,ServicerC,SERVICER_FEED,1
LN0000284,1,2018-08,60DPD,65,2018-08,ServicerB,SERVICER_FEED,1
LN0000285,11,2020-05,Closed,0,2020-05,ServicerA,SERVICER_FEED,1
LN0000286,7,2019-12,30DPD,35,2019-12,ServicerB,SERVICER_FEED,1
LN0000287,25,2021-09,90DPD,95,2021-09,ServicerB,SERVICER_FEED,1
LN0000288,4,2022-07,60DPD,65,2022-07,ServicerB,SERVICER_FEED,1
LN0000289,12,2023-07,60DPD,65,2023-07,ServicerC,SERVICER_FEED,1
LN0000289,20,2024-03,Closed,0,2024-03,ServicerD,SERVICER_FEED,1
LN0000290,3,2021-09,90DPD,95,2021-09,ServicerD,SERVICER_FEED,1
LN0000291,4,2019-01,90DPD,95,2019-01,ServicerA,SERVICER_FEED,1
LN0000292,3,2022-12,30DPD,35,2022-12,ServicerA,SERVICER_FEED,1
LN0000293,5,2022-08,90DPD,95,2022-08,ServicerA,SERVICER_FEED,1
LN0000294,14,2019-07,Prepaid,0,2019-07,ServicerC,SERVICER_FEED,1
LN0000295,5,2020-05,90DPD,95,2020-05,ServicerB,SERVICER_FEED,1
LN0000296,7,2022-06,30DPD,35,2022-06,ServicerC,SERVICER_FEED,1
LN0000297,5,2018-11,90DPD,95,2018-11,ServicerB,SERVICER_FEED,1
